23.6,942
23.7,929
23.7,933
23.8,942
23.8,944
23.9,932
23.9,924
24.0,940
24.0,944
24.1,938
24.1,927
24.2,936
24.2,943
24.3,945
24.3,930
24.4,925
24.4,942
24.5,942
24.5,935
24.6,924
24.6,938
24.7,943
24.7,942
24.8,928
24.8,934
24.9,942
25.0,944
25.0,934
25.1,924
25.1,939
25.2,943
25.2,938
25.3,927
25.3,936
25.4,942
25.4,946
25.5,930
25.5,928
25.6,941
25.6,944
25.7,934
25.7,925
25.8,939
25.8,944
25.9,942
25.9,929
26.0,933
26.0,942
26.1,944
26.1,932
26.2,924
26.2,941
26.3,944
26.3,937
26.4,927
26.4,937
26.5,942
26.5,944
26.6,931
26.6,928
26.7,942
26.7,944
26.8,934
26.8,926
26.9,941
26.9,944
27.0,942
27.0,929
27.1,933
27.1,941
27.2,945
27.2,932
27.3,924
27.3,940
27.4,944
27.4,938
27.5,926
27.5,937
27.6,941
27.6,945
27.7,929
27.7,929
27.8,941
27.8,944
27.9,935
27.9,925
28.0,939
28.0,943
28.1,941
28.1,928
28.2,934
28.2,943
28.3,944
28.3,933
28.4,924
28.4,940
28.5,944
28.5,937
28.6,926
28.6,937
28.7,943
28.7,944
28.8,930
28.8,929
28.9,942
28.9,944
29.0,935
29.0,924
29.1,939
29.1,943
29.2,939
29.2,928
29.3,936
29.3,944
29.4,942
29.4,934
29.5,924
29.5,940
29.6,943
29.6,937
29.7,926
29.7,937
29.8,943
29.8,946
29.9,930
29.9,929
30.0,941
30.0,944
30.1,935
30.1,926
30.2,939
30.2,943
30.3,941
30.3,928
30.4,935
30.4,942
30.5,945
30.5,932
30.6,923
30.6,941
30.7,944
30.7,937
30.8,926
30.8,937
30.9,943
30.9,945
31.0,930
31.0,930
31.1,942
31.1,944
31.2,934
31.2,925
31.3,939
31.3,944
31.4,940
31.4,927
31.5,935
31.5,944
31.6,943
31.6,932
31.7,927
31.7,942
31.8,943
31.8,937
31.9,926
31.9,938
32.0,943
32.0,944
32.1,930
32.1,931
32.2,941
32.2,944
32.3,933
32.3,924
32.4,939
32.4,943
32.5,939
32.5,927
32.6,936
32.6,944
32.7,945
32.7,932
32.8,926
32.8,941
32.9,944
32.9,936
33.0,927
33.0,938
33.1,943
33.1,944
33.2,930
33.2,932
33.3,942
33.3,944
33.4,933
33.4,925
33.5,939
33.5,943
33.6,939
33.6,927
33.7,935
33.7,942
33.8,945
33.8,931
33.9,926
33.9,942
34.0,944
34.0,938
34.1,926
34.1,936
34.2,943
34.2,944
34.3,929
34.3,932
34.4,941
34.4,944
34.5,934
34.5,925
34.6,939
34.6,943
34.7,939
34.7,928
34.8,935
34.8,942
34.9,945
34.9,932
35.0,924
35.0,941
35.1,943
35.1,937
35.2,927
35.2,938
35.3,944
35.3,944
35.4,930
35.4,931
35.5,941
35.5,945
35.6,934
35.6,924
35.7,939
35.7,943
35.8,939
35.8,928
35.9,935
35.9,942
36.0,945
36.0,932
36.1,924
36.1,942
36.2,944
36.2,935
36.3,927
36.3,939
36.4,943
36.4,941
36.5,929
36.5,932
36.6,941
36.7,946
36.7,934
36.7,924
36.8,939
36.9,944
36.9,939
37.0,927
37.0,936
37.1,943
37.1,945
37.2,932
37.2,925
37.3,940
37.3,945
37.4,935
37.4,926
37.5,938
37.5,943
37.6,942
37.6,930
37.7,933
37.7,942
37.8,945
37.8,933
37.9,925
37.9,939
38.0,944
38.0,939
38.1,928
38.1,937
38.2,943
38.2,945
38.3,931
38.3,927
38.4,941
38.4,944
38.5,935
38.5,925
38.6,938
38.6,943
38.7,943
38.7,929
38.8,934
38.8,942
38.9,944
38.9,933
39.0,924
39.0,940
39.1,944
39.1,939
39.2,927
39.2,938
39.3,945
39.3,945
39.4,933
39.4,925
39.5,940
39.5,944
39.6,936
39.6,926
39.7,939
39.7,942
39.8,942
39.8,930
39.9,933
39.9,942
40.0,945
40.0,933
40.1,925
40.1,940
40.2,943
40.2,939
40.3,928
40.3,937
40.4,943
40.4,945
40.5,931
40.5,927
40.6,941
40.6,945
40.7,936
40.7,926
40.8,938
40.8,942
40.9,943
40.9,929
41.0,933
41.0,942
41.1,945
41.1,933
41.2,924
41.2,941
41.3,943
41.3,939
41.4,927
41.4,937
41.5,941
41.5,945
41.6,931
41.6,926
41.7,940
41.7,942
41.8,936
41.8,926
41.9,939
